date,time,trade_section,signals,processed_at,fixed_signals
24/11/2024,10:10,**1. BTC - Long x202. ETH - Long x203. ADA - Long x154. DOGE - Short x105. SOL - Short x106. GRT - Short x10---⚠️ **,BTC:LONG:1;ETH:LONG:1;ADA:LONG:20;DOGE:LONG:20;SOL:LONG:15;GRT:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;ADA:LONG:15;DOGE:SHORT:10;SOL:SHORT:10;GRT:SHORT:10
24/11/2024,13:10,**1. Long BTCUSDT - x20 Leverage2. Long ETHUSDT - x20 Leverage3. Long FTMUSDT - x10 Leverage4. Short ADAUSDT - x15 Leverage5. Short GRTUSDT - x10 Leverage6. Short BTCUSDT - x20 Leverage⚠️ **,BTC:LONG:1;ETH:LONG:20;FTM:LONG:20;ADA:LONG:10;GRT:SHORT:15;BTC:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;FTM:LONG:10;ADA:SHORT:15;GRT:SHORT:10;BTC:SHORT:20
24/11/2024,16:10,1. BTC - Long x202. ETH - Long x203. ADA - Long x154. FTM - Short x105. DOGE - Short x106. TRX - Short x10⚠️,BTC:LONG:1;ETH:LONG:1;ADA:LONG:20;FTM:LONG:20;DOGE:LONG:15;TRX:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;ADA:LONG:15;FTM:SHORT:10;DOGE:SHORT:10;TRX:SHORT:10
24/11/2024,19:10,"**- **Long Trades:**  - **Bitcoin (BTC)** - Long, x20 Leverage  - **Avalanche (AVAX)** - Long, x15 Leverage  - **Chainlink (LINK)** - Long, x15 Leverage- **Short Trades:**  - **Dogecoin (DOGE)** - Short, x10 Leverage  - **Uniswap (UNI)** - Short, x10 Leverage  - **Internet Computer (ICP)** - Short, x10 Leverage⚠️ **",BTC:LONG:20;AVAX:LONG:20;DOGE:LONG:15;DOGE:SHORT:15;UNI:SHORT:10;ICP:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;AVAX:LONG:15;LINK:LONG:15;DOGE:SHORT:10;UNI:SHORT:10;ICP:SHORT:10
24/11/2024,22:10,- Long: UNIUSDT x10- Long: STXUSDT x15- Long: LINKUSDT x10- Short: AVAXUSDT x10- Short: SOLUSDT x10- Short: BNBUSDT x15⚠️,UNI:LONG:10;STX:LONG:10;AVAX:LONG:15;SOL:SHORT:10;BNB:SHORT:10,2024-11-30 18:09:20 UTC,UNI:LONG:10;STX:LONG:15;LINK:LONG:10;AVAX:SHORT:10;SOL:SHORT:10;BNB:SHORT:15
25/11/2024,01:10,- Long BTC x20- Long ETH x20- Long ADA x10- Short STX x10- Short TAO x10- Short FTM x10⚠️,BTC:LONG:20;ETH:LONG:20;ADA:LONG:20;STX:LONG:20;TAO:SHORT:10;FTM:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;ADA:LONG:10;STX:SHORT:10;TAO:SHORT:10;FTM:SHORT:10
25/11/2024,04:10,"**1. **SOLUSDT - Long, x10**  2. **GRTUSDT - Long, x10**  3. **STXUSDT - Long, x10**  4. **ICPUSDT - Short, x15**  5. **ADAUSDT - Short, x15**  6. **LINKUSDT - Short, x15**  ⚠️ **",SOL:LONG:1;GRT:LONG:1;STX:LONG:2;ICP:LONG:3;ADA:SHORT:4,2024-11-30 18:09:20 UTC,SOL:LONG:10;GRT:LONG:10;STX:LONG:10;ICP:SHORT:15;ADA:SHORT:15;LINK:SHORT:15
25/11/2024,07:10,"- Bitcoin (BTC): Long, Leverage x20- Ethereum (ETH): Long, Leverage x20- ICP: Long, Leverage x15- AVAX: Short, Leverage x10- TAO: Short, Leverage x10- DOGE: Short, Leverage x10---⚠️",BTC:LONG:20;ETH:LONG:20;ICP:LONG:20;AVAX:LONG:20;TAO:SHORT:15;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;ICP:LONG:15;AVAX:SHORT:10;TAO:SHORT:10;DOGE:SHORT:10
25/11/2024,10:10,- Long ETH x20- Long ADA x15- Long BNB x15- Short ICP x10- Short DOGE x10- Short SHIB x10⚠️,ETH:LONG:20;ADA:LONG:20;BNB:LONG:20;ICP:LONG:15;DOGE:SHORT:15;1000SHIB:SHORT:10,2024-11-30 18:09:20 UTC,ETH:LONG:20;ADA:LONG:15;BNB:LONG:15;ICP:SHORT:10;DOGE:SHORT:10;SHIB:SHORT:10
25/11/2024,13:10,"- Long Trades: TAOUSDT (x10 leverage), ETHUSDT (x20 leverage), AVAXUSDT (x15 leverage)- Short Trades: SOLUSDT (x10 leverage), FTMUSDT (x10 leverage), XRPUSDT (x15 leverage)⚠️",TAO:LONG:10;ETH:LONG:10;AVAX:SHORT:10;SOL:SHORT:15;FTM:SHORT:10,2024-11-30 18:09:20 UTC,TAO:LONG:10;ETH:LONG:20;AVAX:LONG:15;SOL:SHORT:10;FTM:SHORT:10;XRP:SHORT:15
25/11/2024,16:10,"- BTCUSDT: Short, Leverage x20 - ETHUSDT: Long, Leverage x20 - ADAUSDT: Long, Leverage x10 - FTMUSDT: Short, Leverage x10 - TONUSDT: Long, Leverage x10 - XRPUSDT: Short, Leverage x15 ⚠️",BTC:SHORT:20;ETH:SHORT:20;ADA:LONG:20;FTM:LONG:20;TON:SHORT:10;XRP:LONG:10,2024-11-30 18:09:20 UTC,BTC:SHORT:20;ETH:LONG:20;ADA:LONG:10;FTM:SHORT:10;TON:LONG:10;XRP:SHORT:15
25/11/2024,19:10,- Long BTCUSDT: x20- Short ADAUSDT: x10- Long DOGEUSDT: x10- Short AVAXUSDT: x10- Long SUIUSDT: x10- Short UNIUSDT: x10⚠️,BTC:LONG:20;ADA:LONG:20;DOGE:SHORT:20;AVAX:LONG:10;SUI:SHORT:10;UNI:LONG:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ADA:SHORT:10;DOGE:LONG:10;AVAX:SHORT:10;SUI:LONG:10;UNI:SHORT:10
25/11/2024,22:10,**1. **TONUSDT - Long x10**2. **STXUSDT - Long x10**3. **UNIUSDT - Long x10**4. **FTMUSDT - Short x10**5. **ICPUSDT - Short x10**6. **ETHUSDT - Short x20**⚠️ **,TON:LONG:1;STX:LONG:1;UNI:LONG:10;FTM:LONG:10;ICP:LONG:10;ETH:SHORT:10,2024-11-30 18:09:20 UTC,TON:LONG:10;STX:LONG:10;UNI:LONG:10;FTM:SHORT:10;ICP:SHORT:10;ETH:SHORT:20
26/11/2024,01:10,"**1. BTC - Long, Leverage x202. ETH - Short, Leverage x203. FTM - Long, Leverage x104. ADA - Short, Leverage x155. UNI - Long, Leverage x106. TRX - Short, Leverage x15⚠️ **",BTC:LONG:1;ETH:LONG:1;FTM:SHORT:20;ADA:LONG:20;UNI:SHORT:10;TRX:LONG:15,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:SHORT:20;FTM:LONG:10;ADA:SHORT:15;UNI:LONG:10;TRX:SHORT:15
26/11/2024,04:10,"1. BTC - Long, Leverage x202. ETH - Long, Leverage x203. UNI - Long, Leverage x154. ICP - Short, Leverage x105. TON - Short, Leverage x106. TRX - Short, Leverage x10⚠️",BTC:LONG:1;ETH:LONG:1;UNI:LONG:20;ICP:LONG:20;TON:SHORT:15;TRX:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;UNI:LONG:15;ICP:SHORT:10;TON:SHORT:10;TRX:SHORT:10
26/11/2024,07:10,Long Positions:1. GRT - Leverage x102. LINK - Leverage x153. ADA - Leverage x15Short Positions:1. SOL - Leverage x102. DOGE - Leverage x103. SHIB - Leverage x10⚠️,GRT:LONG:1,2024-11-30 18:09:20 UTC,GRT:LONG:10;LINK:LONG:15;ADA:LONG:15;SOL:SHORT:10;DOGE:SHORT:10;SHIB:SHORT:10
26/11/2024,10:10,- Long BTC x20- Long ETH x20- Long TRX x10- Short TAO x10- Short LTC x10- Short ADA x10⚠️,BTC:LONG:20;ETH:LONG:20;TRX:LONG:20;TAO:LONG:20;LTC:SHORT:10;ADA:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;TRX:LONG:10;TAO:SHORT:10;LTC:SHORT:10;ADA:SHORT:10
26/11/2024,13:10,- Long BTC x20- Long ADA x10- Long XRP x10- Short GRT x10- Short ICP x10- Short DOGE x10⚠️,BTC:LONG:20;ADA:LONG:20;XRP:LONG:20;GRT:LONG:10;ICP:SHORT:10;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ADA:LONG:10;XRP:LONG:10;GRT:SHORT:10;ICP:SHORT:10;DOGE:SHORT:10
26/11/2024,19:10,- **Long BTC**: x20 Leverage- **Long ETH**: x20 Leverage- **Long ADA**: x15 Leverage- **Short SUI**: x10 Leverage- **Short TRX**: x10 Leverage- **Short LINK**: x10 Leverage⚠️,BTC:LONG:20;ETH:LONG:20;ADA:LONG:20;SUI:LONG:15;TRX:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;ADA:LONG:15;SUI:SHORT:10;TRX:SHORT:10;LINK:SHORT:10
26/11/2024,22:10,- Long BTCUSDT - Leverage x20- Long TAOUSDT - Leverage x15- Long STXUSDT - Leverage x10- Short SOLUSDT - Leverage x10- Short FTMUSDT - Leverage x10- Short ICPUSDT - Leverage x10⚠️,BTC:LONG:20;TAO:LONG:20;STX:LONG:15;SOL:LONG:10;FTM:SHORT:10;ICP:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;TAO:LONG:15;STX:LONG:10;SOL:SHORT:10;FTM:SHORT:10;ICP:SHORT:10
27/11/2024,01:10,- Long BTC x20- Long UNI x10- Long LINK x10- Short GRT x10- Short ICP x10- Short STX x10⚠️,BTC:LONG:20;UNI:LONG:20;GRT:LONG:10;ICP:SHORT:10;STX:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;UNI:LONG:10;LINK:LONG:10;GRT:SHORT:10;ICP:SHORT:10;STX:SHORT:10
27/11/2024,04:10,1. Bitcoin (BTCUSDT) - Long x202. Ethereum (ETHUSDT) - Long x203. Avalanche (AVAXUSDT) - Long x154. Sui (SUIUSDT) - Short x105. Chainlink (LINKUSDT) - Short x106. Uniswap (UNIUSDT) - Short x10⚠️,BTC:LONG:1;ETH:LONG:1;ETH:LONG:20;AVAX:LONG:20;SUI:LONG:20;SUI:LONG:15;UNI:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;AVAX:LONG:15;SUI:SHORT:10;LINK:SHORT:10;UNI:SHORT:10
27/11/2024,07:10,"1. LINK - Long, x152. ETH - Long, x203. ADA - Long, x104. TON - Short, x105. SOL - Short, x106. FTM - Short, x10⚠️",ETH:LONG:1;ADA:LONG:15;TON:LONG:20;SOL:LONG:10;FTM:SHORT:10,2024-11-30 18:09:20 UTC,LINK:LONG:15;ETH:LONG:20;ADA:LONG:10;TON:SHORT:10;SOL:SHORT:10;FTM:SHORT:10
27/11/2024,10:10,"1. LTC - Long, x102. TRX - Long, x153. ADA - Long, x154. GRT - Short, x105. LINK - Short, x106. SUI - Short, x10⚠️",LTC:LONG:1;TRX:LONG:1;ADA:LONG:10;GRT:LONG:15;SUI:SHORT:10,2024-11-30 18:09:20 UTC,LTC:LONG:10;TRX:LONG:15;ADA:LONG:15;GRT:SHORT:10;LINK:SHORT:10;SUI:SHORT:10
27/11/2024,13:10,- Long Trades:  - TONUSDT: x10 Leverage  - FTMUSDT: x15 Leverage  - BTCUSDT: x20 Leverage- Short Trades:  - ICPUSDT: x10 Leverage  - AVAXUSDT: x15 Leverage  - SOLUSDT: x10 Leverage---⚠️,TON:LONG:10;FTM:LONG:10;BTC:SHORT:10;ICP:SHORT:20;AVAX:SHORT:10,2024-11-30 18:09:20 UTC,TON:LONG:10;FTM:LONG:15;BTC:LONG:20;ICP:SHORT:10;AVAX:SHORT:15;SOL:SHORT:10
27/11/2024,17:32,**- **BTC Long x20**- **ETH Long x20**- **XRP Long x15**- **UNI Short x10**- **ADA Short x10**- **DOGE Short x10**⚠️ **,BTC:LONG:20;ETH:LONG:20;XRP:LONG:20;UNI:LONG:20;ADA:LONG:15;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;XRP:LONG:15;UNI:SHORT:10;ADA:SHORT:10;DOGE:SHORT:10
27/11/2024,20:32,"- Bitcoin (BTCUSDT): Long, x20 Leverage- Ethereum (ETHUSDT): Long, x20 Leverage- Binance Coin (BNBUSDT): Long, x15 Leverage- TAO (TAOUSDT): Short, x10 Leverage- Cardano (ADAUSDT): Short, x10 Leverage- Toncoin (TONUSDT): Short, x10 Leverage⚠️",BTC:LONG:20;ETH:LONG:20;BNB:LONG:20;TAO:LONG:15;ADA:SHORT:10;TON:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;BNB:LONG:15;TAO:SHORT:10;ADA:SHORT:10;TON:SHORT:10
27/11/2024,23:32,**1. DOGE - Long x102. BNB - Long x103. Bitcoin - Long x204. GRT - Short x105. STX - Short x106. TAO - Short x10⚠️ **,DOGE:LONG:1;BNB:LONG:1;BTC:LONG:10;GRT:LONG:10;STX:LONG:20;TAO:SHORT:10,2024-11-30 18:09:20 UTC,DOGE:LONG:10;BNB:LONG:10;BTC:LONG:20;GRT:SHORT:10;STX:SHORT:10;TAO:SHORT:10
28/11/2024,02:32,- Long BNB x15- Long ADA x15- Long SUI x10- Short UNI x10- Short LINK x15- Short ETH x20⚠️,BNB:LONG:15;ADA:LONG:15;SUI:LONG:15;UNI:LONG:15;ETH:SHORT:10,2024-11-30 18:09:20 UTC,BNB:LONG:15;ADA:LONG:15;SUI:LONG:10;UNI:SHORT:10;LINK:SHORT:15;ETH:SHORT:20
28/11/2024,05:32,- Long Bitcoin (BTC) - Leverage x20- Long Ethereum (ETH) - Leverage x20- Long Binance Coin (BNB) - Leverage x15- Short Sui (SUI) - Leverage x10- Short Cardano (ADA) - Leverage x10- Short Dogecoin (DOGE) - Leverage x10⚠️,BTC:LONG:20;ETH:LONG:20;BNB:LONG:20;SUI:SHORT:15;ADA:SHORT:10;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;BNB:LONG:15;SUI:SHORT:10;ADA:SHORT:10;DOGE:SHORT:10
28/11/2024,08:32,1. ETH Long x202. UNI Long x153. ADA Long x104. LTC Short x105. DOGE Short x106. GRT Short x10⚠️,ETH:LONG:1;UNI:LONG:1;ADA:LONG:20;LTC:LONG:15;DOGE:LONG:10;GRT:SHORT:10,2024-11-30 18:09:20 UTC,ETH:LONG:20;UNI:LONG:15;ADA:LONG:10;LTC:SHORT:10;DOGE:SHORT:10;GRT:SHORT:10
28/11/2024,11:32,- Long BTCUSDT x20- Short SUIUSDT x10- Long TONUSDT x15- Short FTMUSDT x10- Long TRXUSDT x15- Short LTCUSDT x10⚠️,BTC:LONG:20;SUI:LONG:20;TON:SHORT:20;FTM:LONG:10;TRX:SHORT:15;LTC:LONG:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;SUI:SHORT:10;TON:LONG:15;FTM:SHORT:10;TRX:LONG:15;LTC:SHORT:10
12/11/2024,14:31,1. BTC - Long x202. ETH - Short x203. TRX - Long x154. SOL - Short x105. DOGE - Long x106. ADA - Short x10⚠️,BTC:LONG:1;ETH:LONG:1;TRX:LONG:20;SOL:SHORT:20;DOGE:LONG:15;ADA:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:SHORT:20;TRX:LONG:15;SOL:SHORT:10;DOGE:LONG:10;ADA:SHORT:10
12/11/2024,17:31,**1. Long BTC - Leverage x202. Long TON - Leverage x10  3. Long FTM - Leverage x10  4. Short TRX - Leverage x10  5. Short SUI - Leverage x10  6. Short DOGE - Leverage x10  ---⚠️ **,BTC:LONG:1;TON:LONG:20;FTM:LONG:10;TRX:SHORT:10;SUI:SHORT:10;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;TON:LONG:10;FTM:LONG:10;TRX:SHORT:10;SUI:SHORT:10;DOGE:SHORT:10
12/11/2024,20:31,"**1. TRX - Long, x102. UNI - Long, x103. DOGE - Long, x104. XRP - Short, x155. AVAX - Short, x156. TON - Short, x15---⚠️ **",TRX:LONG:1;UNI:LONG:1;DOGE:LONG:10;XRP:LONG:10;AVAX:LONG:10;TON:SHORT:15,2024-11-30 18:09:20 UTC,TRX:LONG:10;UNI:LONG:10;DOGE:LONG:10;XRP:SHORT:15;AVAX:SHORT:15;TON:SHORT:15
12/11/2024,23:31,- Long BTC x20- Long ETH x20- Long ADA x10- Short TRX x10- Short TON x10- Short LTC x10⚠️,BTC:LONG:20;ETH:LONG:20;ADA:LONG:20;TRX:LONG:20;TON:SHORT:10;LTC:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;ADA:LONG:10;TRX:SHORT:10;TON:SHORT:10;LTC:SHORT:10
13/11/2024,02:31,- Long BNBUSDT x15- Long TONUSDT x10- Long LTCUSDT x10- Short TRXUSDT x10- Short XRPUSDT x10- Short SUIUSDT x10⚠️,BNB:LONG:15;TON:LONG:15;LTC:LONG:15;TRX:LONG:10;XRP:SHORT:10;SUI:SHORT:10,2024-11-30 18:09:20 UTC,BNB:LONG:15;TON:LONG:10;LTC:LONG:10;TRX:SHORT:10;XRP:SHORT:10;SUI:SHORT:10
13/11/2024,05:31,"1. BNB - Long, x152. ICP - Long, x153. ADA - Long, x104. TRX - Short, x105. DOGE - Short, x106. 1000SHIB - Short, x10⚠️",BNB:LONG:1;ICP:LONG:1;ADA:LONG:15;TRX:LONG:15;DOGE:LONG:10;1000SHIB:SHORT:10,2024-11-30 18:09:20 UTC,BNB:LONG:15;ICP:LONG:15;ADA:LONG:10;TRX:SHORT:10;DOGE:SHORT:10;1000SHIB:SHORT:10
13/11/2024,08:31,**- **Long Bitcoin (BTC)** — Leverage x20  - **Long Ethereum (ETH)** — Leverage x20  - **Long Ripple (XRP)** — Leverage x15  - **Short Sui (SUI)** — Leverage x10  - **Short Toncoin (TON)** — Leverage x10  - **Short Cardano (ADA)** — Leverage x10  ---⚠️ **,BTC:LONG:20;ETH:LONG:20;XRP:LONG:20;SUI:SHORT:15;TON:SHORT:10;ADA:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;XRP:LONG:15;SUI:SHORT:10;TON:SHORT:10;ADA:SHORT:10
28/11/2024,17:32,- Long TAO x15- Long ICP x15- Long GRT x15- Short TRX x10- Short DOGE x10- Short BNB x10⚠️,TAO:LONG:15;ICP:LONG:15;GRT:LONG:15;TRX:LONG:15;DOGE:SHORT:15;BNB:SHORT:10,2024-11-30 18:09:20 UTC,TAO:LONG:15;ICP:LONG:15;GRT:LONG:15;TRX:SHORT:10;DOGE:SHORT:10;BNB:SHORT:10
28/11/2024,20:32,- Long ADAUSDT x10- Long ETHUSDT x20- Long SOLUSDT x15- Short GRTUSDT x10- Short TONUSDT x10- Short BNBUSDT x15⚠️,ADA:LONG:10;ETH:LONG:10;SOL:LONG:10;GRT:LONG:20;TON:SHORT:15;BNB:SHORT:10,2024-11-30 18:09:20 UTC,ADA:LONG:10;ETH:LONG:20;SOL:LONG:15;GRT:SHORT:10;TON:SHORT:10;BNB:SHORT:15
13/11/2024,11:31,"**- **Long:** ADA (x10), SOL (x15), BTC (x20)  - **Short:** TRX (x10), DOGE (x10), GRT (x10)  ⚠️ **",ADA:LONG:10;SOL:LONG:10;BTC:LONG:10;TRX:SHORT:15;DOGE:SHORT:20;GRT:SHORT:10,2024-11-30 18:09:20 UTC,ADA:LONG:10;SOL:LONG:15;BTC:LONG:20;TRX:SHORT:10;DOGE:SHORT:10;GRT:SHORT:10
13/11/2024,14:31,**1. LTC - Long x102. ADA - Long x153. ETH - Long x204. DOGE - Short x105. SOL - Short x106. BNB - Short x15⚠️ **,LTC:LONG:1;ADA:LONG:1;ETH:LONG:10;DOGE:LONG:15;SOL:LONG:20;BNB:SHORT:10,2024-11-30 18:09:20 UTC,LTC:LONG:10;ADA:LONG:15;ETH:LONG:20;DOGE:SHORT:10;SOL:SHORT:10;BNB:SHORT:15
13/11/2024,17:31,1. TRX - Long - x102. LINK - Long - x153. ADA - Long - x154. ICP - Short - x105. SUI - Short - x106. SOL - Short - x10⚠️,TRX:LONG:1;ADA:LONG:10;ICP:LONG:15;SUI:LONG:15;SOL:SHORT:10,2024-11-30 18:09:20 UTC,TRX:LONG:10;LINK:LONG:15;ADA:LONG:15;ICP:SHORT:10;SUI:SHORT:10;SOL:SHORT:10
13/11/2024,20:31,1. ADA - Long x102. TRX - Long x103. FTM - Long x104. SUI - Short x105. LINK - Short x106. UNI - Short x10⚠️,ADA:LONG:1;TRX:LONG:1;FTM:LONG:10;SUI:LONG:10;UNI:SHORT:10,2024-11-30 18:09:20 UTC,ADA:LONG:10;TRX:LONG:10;FTM:LONG:10;SUI:SHORT:10;LINK:SHORT:10;UNI:SHORT:10
